id,addr_gba,scene,context,max_bytes,max_chars,en,mt,final,status,notes
00EBD9E8,0x8EBD9E8,main-text,,60,29,Calls on dark power to[/n]attack. 20% chance to[/n]inflict bleed.,呼唤黑暗之力[/n]攻击.20[/p]%造成出血.,,machine-translated, [ptr:0xec23a4]
00EBDA24,0x8EBDA24,main-text,,69,34,Slashes foe with a[/n]fiery blade. 10% chance[/n]to burn. Keen Edge[/n]boost.,用烈焰之剑[/n]斩击.10%[/p]灼伤.锐利[/n]之刃加成.,,machine-translated, [ptr:0xec23a8]
00EBDA6C,0x8EBDA6C,main-text,,70,34,Fires a blazing arrow.[/n]+1 crit chance. 20%[/n]burn chance. Archer[/n]boost.,射出燃烧箭矢[/n]+1暴击2[/p]0%灼伤.弓[/n]箭手加成.,,machine-translated, [ptr:0xec23ac]
00EBDAB4,0x8EBDAB4,main-text,,75,37,Launches a body part[/n]like a rocket. Has +1[/n]crit rate. Mega[/n]Launcher boost.,像火箭发射身[/n]体部位.+1[/p]暴击.超级[/n]发射器加成.,,machine-translated, [ptr:0xec23b0]
00EBDB00,0x8EBDB00,main-text,,71,35,Fires a sticky trap.[/n]Sets up Sticky Web. +1[/n]crit chance. Archer[/n]boost.,发射粘性陷阱[/n]设置黏黏网[/p]+1暴击.弓[/n]箭手加成.,,machine-translated, [ptr:0xec23b4]
00EBDB48,0x8EBDB48,main-text,,80,39,Imbues strikes with[/n]aura power. Super-[/n]effective on Ghost.[/n]Mega Launcher boost.,赋予攻击气场[/n]之力对幽灵效[/p]果绝佳.超级[/n]发射器加成.,,machine-translated, [ptr:0xec23b8]
00EBDB98,0x8EBDB98,main-text,,63,31,Hits both foes on the[/n]field with draconic[/n]force. Archer boost.,用龙之力攻击[/n]场上两侧对手.[/p]弓箭手加成.,,machine-translated, [ptr:0xec23bc]
00EBDBD8,0x8EBDBD8,main-text,,83,41,Lotus drifts to foes[/n]and explodes. Hits both[/n]foes. 10% Sleep. Mega[/n]Launcher boost.,莲花飘向对手爆[/n]炸命中两侧.1[/p]0%催眠.超[/n]级发射器加成.,,machine-translated, [ptr:0xec23c0]
00EBDC2C,0x8EBDC2C,main-text,,85,42,A rocky jab strikes the[/n]foe. 10% flinch chance.[/n]10% bleed chance.[/n]Mighty Horn boost.,岩属性刺击命[/n]中.10%畏[/p]缩10%出血[/n].大角加成.,,machine-translated, [ptr:0xec23c4]
00EBDC84,0x8EBDC84,main-text,,73,36,Hurls a sphere of[/n]cursed blood magic.[/n]Causes the foe to bleed[/n]profusely.,投掷被诅咒[/n]血魔法球[/p].使对手大[/n]量出血.,,machine-translated, [ptr:0xec23c8]
00EBDCD0,0x8EBDCD0,main-text,,77,38,"Rapidly chills the foe,[/n]causing frostbite.[/n]Never misses if user is[/n]Ice-type.",迅速冻结对[/n]手造成冻伤[/p].冰属性时[/n]必定命中.,,machine-translated, [ptr:0xec23cc]
00EBDD20,0x8EBDD20,main-text,,80,39,Throws foe with a[/n]ghostly hand. 30%[/n]chance to lower Speed.[/n]Mega Launcher boost.,用幽灵之手投掷[/n]对手.30%[/p]降低速度.超级[/n]发射器加成.,,machine-translated, [ptr:0xec23d0]
00EBDD70,0x8EBDD70,main-text,,75,37,User fires a seeking[/n]arrow. Cannot miss. Has[/n]+1 crit chance. Archer[/n]boost.,射出追踪箭[/n]必定命中+[/p]1暴击.弓[/n]箭手加成.,,machine-translated, [ptr:0xec23d4]
00EBDDBC,0x8EBDDBC,main-text,,80,39,A spine-chilling strike.[/n]30% frostbite chance.[/n]50% boost if target is[/n]statused.,令人毛骨悚然[/n]一击30%冻伤[/p].目标异常+[/n]50%威力.,,machine-translated, [ptr:0xec23d8]
00EBDE0C,0x8EBDE0C,main-text,,76,37,Attacks with spectral[/n]fireballs. 30% burn[/n]chance. 50% if target[/n]has status.,用幽灵火球攻[/n]击30%灼伤[/p].目标异常时[/n]50%几率.,,machine-translated, [ptr:0xec23dc]
00EBDE58,0x8EBDE58,main-text,,72,35,A devious arrow strike.[/n]+1 crit chance. 50%[/n]bleed chance. Archer[/n]boost.,狡诈箭矢+[/n]1暴击50[/p]%出血.弓[/n]箭手加成.,,machine-translated, [ptr:0xec23e0]
00EBDEA0,0x8EBDEA0,main-text,,81,40,The user crashes a star[/n]shaped ray down. 30%[/n]flinch chance. Mega[/n]Launcher boost.,将星形光线[/n]砸下30%畏[/p]缩.超级发[/n]射器加成.,,machine-translated, [ptr:0xec23e4]
00EBDEF4,0x8EBDEF4,main-text,,88,43,"The user sneaks into[/n]shadows, then attacks[/n]with hidden projectile.[/n]Mega Launcher boost.",潜入影子用[/n]隐藏弹攻击[/p].超级发[/n]射器加成.,,machine-translated, [ptr:0xec23e8]
00EBDF4C,0x8EBDF4C,main-text,,79,39,Strikes with a water-[/n]infused fist. 20%[/n]chance to drop speed.[/n]Iron Fist boost.,用水之拳击[/n]中对手20%[/p]降低速度.[/n]铁拳加成.,,machine-translated, [ptr:0xec23ec]
00EBDF9C,0x8EBDF9C,main-text,,56,27,Strikes the foe like a[/n]falling star. 33% recoil[/n]damage.,像流星击中[/n]对手.33%[/p]反冲伤害.,,machine-translated, [ptr:0xec23f0]
00EBDFD4,0x8EBDFD4,main-text,,83,41,"Swings its Stone Axes[/n]into the foe, leaving[/n]behind Stealth Rocks.[/n]Keen Edge boost.",挥舞石斧劈[/n]向对手留下隐[/p]形岩.锐利[/n]之刃加成.,,machine-translated, [ptr:0xec23f4]
00EBE028,0x8EBE028,main-text,,64,31,The user unleashes a[/n]deadly wave of energy[/n]to strike the enemy.,释放致命[/n]能量波攻[/p]击敌人.,,machine-translated, [ptr:0xec23f8]
00EBE068,0x8EBE068,main-text,,77,38,The user moves like a[/n]fluttering leaf and[/n]strikes. User switches[/n]afterwards.,如飘落树[/n]叶般移[/p]动攻击后[/n]交换.,,machine-translated, [ptr:0xec23fc]
00EBE0B8,0x8EBE0B8,main-text,,79,39,"The user slams the[/n]target with a full-body[/n]tackle, dropping both[/n]its defenses.",用全身冲[/n]撞目标[/p]降低两项[/n]防御.,,machine-translated, [ptr:0xec2400]
00EBE108,0x8EBE108,main-text,,70,34,"Revives a fainted[/n]teammate, restoring[/n]them to 50% HP with holy[/n]power.",复活昏厥队[/n]友以神圣之[/p]力恢复至5[/n]0%HP.,,machine-translated, [ptr:0xec2404]
00EBE150,0x8EBE150,main-text,,50,24,Hits 3 times. Each hit[/n]does more damage.[/n]Striker.,连续攻击3次[/n]每击威力递[/p]增.打击手.,,machine-translated, [ptr:0xec2408]
00EBE184,0x8EBE184,main-text,,67,33,Uses psychic power to[/n]shatter foes' psyche.[/n]20% chance to confuse.,用念力粉碎对[/n]手心智.20[/p]%混乱几率.,,machine-translated, [ptr:0xec240c]
00EBE1C8,0x8EBE1C8,main-text,,65,32,Hits 2-5 times. Lowers[/n]SpDef. Raises Speed.[/n]Mega launcher boost.,连续攻击2-5次[/n]降低特防提升速度.[/p]超级发射器加成.,,machine-translated, [ptr:0xec2410]
00EBE20C,0x8EBE20C,main-text,,82,40,The user creates a[/n]substitute using its[/n]own HP and switches[/n]with a party Pokémon.,消耗HP[/n]制造替身[/p]然后与队[/n]友交换.,,machine-translated, [ptr:0xec2414]
00EBE260,0x8EBE260,main-text,,65,32,"User smashes its berry,[/n]gaining its effect.[/n]Super Slammer boost.",砸碎树果获[/n]得效果.超级[/p]摔打加成.,,machine-translated, [ptr:0xec2418]
00EBE2A4,0x8EBE2A4,main-text,,78,38,The user blasts the[/n]target with boiling hot[/n]water. Boosted in harsh[/n]sunlight.,发射滚烫热[/n]水向目标[/p].强光下威[/n]力提升.,,machine-translated, [ptr:0xec241c]
00EBE2F4,0x8EBE2F4,main-text,,46,22,Deals damage. Deals[/n]increased damage in[/n]rain.,造成伤害[/n].雨天时伤[/p]害提升.,,machine-translated, [ptr:0xec2420]
00EBE324,0x8EBE324,main-text,,70,34,50% chance to drop Def.[/n]30% chance to flinch.[/n]High crit. Arrow-based.,50%降防3[/n]0%畏缩.高暴[/p]击.弓箭系.,,machine-translated, [ptr:0xec2424]
00EBE36C,0x8EBE36C,main-text,,79,39,User hits both foes[/n]with whirling arms. Foes[/n]cannot use any sound[/n]moves after.,用旋转双臂[/n]攻击两侧.对[/p]手无法使用[/n]声音招式.,,machine-translated, [ptr:0xec2428]
00EBE3BC,0x8EBE3BC,main-text,,54,26,Heals 50% of damage[/n]done to the foe. Keen[/n]Edge boost.,恢复造成伤害的[/n]50%HP.[/p]锐利之刃加成.,,machine-translated, [ptr:0xec242c]
00EBE3F4,0x8EBE3F4,main-text,,60,29,Nature's overcharges[/n]the user's strike.[/n]Lowers Atk and Def.,自然之力增[/n]强一击降低攻[/p]击和防御.,,machine-translated, [ptr:0xec2430]
00EBE430,0x8EBE430,main-text,,54,26,Saps the foe's SpAtk[/n]and heals HP by the[/n]same amount.,吸取对手特[/n]攻并恢复[/p]等量HP.,,machine-translated, [ptr:0xec2434]
00EBE468,0x8EBE468,main-text,,59,29,"User charges, boosted[/n]by psychic power. 33%[/n]recoil damage.",蓄力以念力[/n]增幅.33%[/p]反冲伤害.,,machine-translated, [ptr:0xec2438]
00EBE4A4,0x8EBE4A4,main-text,,69,34,The user slashes the[/n]foe with aura wings.[/n]Drains 50% HP. Air-[/n]based.,用气场之翼[/n]斩击吸取5[/p]0%HP[/n].飞行系.,,machine-translated, [ptr:0xec243c]
00EBE4EC,0x8EBE4EC,main-text,,67,33,The user spins and[/n]removes all hazards.[/n]This also poisons the[/n]foe.,旋转清除[/n]所有障碍.[/p]同时使对[/n]手中毒.,,machine-translated, [ptr:0xec2440]
00EBE530,0x8EBE530,main-text,,66,32,A fast attack that[/n]strikes the foe with a[/n]sharp gem. +1 priority.,快速攻击用锐[/n]利宝石击中[/p]+1先制度.,,machine-translated, [ptr:0xec2444]
00EBE574,0x8EBE574,main-text,,76,37,An unerring kick that[/n]ignores the foe's[/n]ability. Can't miss.[/n]Striker boost.,百发百中踢击[/n]无视特性.[/p]必定命中.打[/n]击手加成.,,machine-translated, [ptr:0xec2448]
00EBE5C0,0x8EBE5C0,main-text,,70,34,The user expels[/n]pressurized water. 20%[/n]bleed chance. High crit[/n]ratio.,喷射加压水[/n]流20%出[/p]血几率.[/n]高暴击率.,,machine-translated, [ptr:0xec244c]
00EBE608,0x8EBE608,main-text,,75,37,The user exerts an[/n]unknown power that[/n]reverses the type[/n]chart for 5 turns.,释放未知[/n]力量使属[/p]性表逆转[/n]五回合.,,machine-translated, [ptr:0xec2450]
00EBE654,0x8EBE654,main-text,,66,32,Strikes with a fiery[/n]bone 2-5 times. Has +1[/n]priority. Bone-based.,用燃烧骨头攻击连[/n]续2-5次.+[/p]1先制.骨头系.,,machine-translated, [ptr:0xec2454]
00EBE698,0x8EBE698,main-text,,61,30,"Purges its impurities.[/n]Lowers Speed, raises[/n]SpAtk and SpDef.",净化杂质降[/n]低速度提升特[/p]攻和特防.,,machine-translated, [ptr:0xec2458]
00EBE6D8,0x8EBE6D8,main-text,,66,32,Fires ice-cold water at[/n]the foe. 30% chance to[/n]inflict Frostbite.,射出冰冷之水[/n]向对手.30[/p]%冻伤几率.,,machine-translated, [ptr:0xec245c]
00EBE71C,0x8EBE71C,main-text,,77,38,Deals damage and[/n]switches. Switch-in[/n]gets 50% boost for 1[/n]turn. Sound-based.,造成伤害并交[/n]换.换入首回[/p]合50%加[/n]成.声音系.,,machine-translated, [ptr:0xec2460]
00EBE76C,0x8EBE76C,main-text,,72,35,The user tells a bad[/n]joke and switches with[/n]an ally. This summons[/n]hail.,讲冷笑话[/n]与队友交换[/p].同时降[/n]下冰雹.,,machine-translated, [ptr:0xec2464]
00EBE7B4,0x8EBE7B4,main-text,,54,26,Deals damage and[/n]removes active terrain.[/n]Field-based.,造成伤害并[/n]移除活跃场地[/p].场地系.,,machine-translated, [ptr:0xec2468]
00EBE7EC,0x8EBE7EC,main-text,,76,37,The user tidies up and[/n]removes hazards. This[/n]also boosts its Atk and[/n]Speed.,整理打扫[/n]清除障碍.[/p]提升攻击[/n]和速度.,,machine-translated, [ptr:0xec246c]
00EBE838,0x8EBE838,main-text,,78,38,The user's fellows[/n]gather in droves to[/n]attack the foe 1 to 10[/n]times in a row.,同伴蜂拥而[/n]至连续攻[/p]击对手1到[/n]10次.,,machine-translated, [ptr:0xec2470]
00EBE888,0x8EBE888,main-text,,73,36,Souls from astral plane[/n]strike the foe. This[/n]lowers Sp. Atk by 2[/n]stages.,来自异次元[/n]灵魂攻击对[/p]手.降低[/n]特攻2级.,,machine-translated, [ptr:0xec2474]
00EBE8D4,0x8EBE8D4,main-text,,71,35,The user shoots two[/n]mystical beams from its[/n]eyes. Mega Launcher[/n]boost.,从双眼射出[/n]两道神秘光[/p]束.超级发[/n]射器加成.,,machine-translated, [ptr:0xec2478]
00EBE91C,0x8EBE91C,main-text,,68,33,Sings a haunting[/n]melody. 10% chance to[/n]inflict curse. Sound-[/n]based.,唱出萦绕旋[/n]律10%[/p]施加诅咒.[/n]声音系.,,machine-translated, [ptr:0xec247c]
00EBE960,0x8EBE960,main-text,,74,36,The user shoots its own[/n]armor. This lowers its[/n]defs. Mega Launcher[/n]boost.,射出自身铠[/n]甲降低防御[/p].超级发[/n]射器加成.,,machine-translated, [ptr:0xec2480]
00EBE9AC,0x8EBE9AC,main-text,,80,39,The user forces its[/n]bitter feelings into a[/n]slashing attack and[/n]restores health.,将苦涩情[/n]感化为斩击[/p]攻击并恢[/n]复体力.,,machine-translated, [ptr:0xec2484]
00EBE9FC,0x8EBE9FC,main-text,,66,32,Foe's power is leeched[/n]into the ground. Heals[/n]50% of damage done.,对手力量被吸[/n]入大地.恢复[/p]50%伤害.,,machine-translated, [ptr:0xec2488]
00EBEA40,0x8EBEA40,main-text,,71,35,Super effective vs[/n]Steel. Can't be used[/n]twice in a row. Hammer-[/n]based.,对钢属性效[/n]果绝佳连[/p]续使用失败[/n].锤系.,,machine-translated, [ptr:0xec248c]
00EBEA88,0x8EBEA88,main-text,,78,38,"The user performs a[/n]perfectly timed triple[/n]dive, hitting the foe[/n]three times.",完美时机[/n]三次俯冲[/p]命中对[/n]手三次.,,machine-translated, [ptr:0xec2490]
00EBEAD8,0x8EBEAD8,main-text,,54,26,An aquatic punch.[/n]Always goes first. Iron[/n]Fist boost.,水中拳击总[/n]是先手.[/p]铁拳加成.,,machine-translated, [ptr:0xec2494]
00EBEB10,0x8EBEB10,main-text,,67,33,+20 base power per time[/n]damaged. Max. +120[/n]power. Iron fist boost.,每次受伤+20基[/n]础威力最高+1[/p]20.铁拳加成.,,machine-translated, [ptr:0xec2498]
00EBEB54,0x8EBEB54,main-text,,56,27,10% chance to put the[/n]foe to sleep with a[/n]wicked twist.,10%用邪[/n]恶扭转使[/p]对手入睡.,,machine-translated, [ptr:0xec249c]
00EBEB8C,0x8EBEB8C,main-text,,45,22,30% chance to burn the[/n]foe with fiery force.,30%用火焰之[/n]力灼伤对手.,,machine-translated, [ptr:0xec24a0]
00EBEBBC,0x8EBEBBC,main-text,,47,23,30% chance to poison[/n]the foe with toxic[/n]spins.,30%用剧[/n]毒旋转使[/p]对手中毒.,,machine-translated, [ptr:0xec24a4]
00EBEBEC,0x8EBEBEC,main-text,,51,25,30% chance to confuse[/n]the foe with mystical[/n]spins.,30%用神[/n]秘旋转使[/p]对手混乱.,,machine-translated, [ptr:0xec24a8]
00EBEC20,0x8EBEC20,main-text,,51,25,30% chance to paralyze[/n]the foe with a fierce[/n]slam.,30%用猛[/n]力摔打使[/p]对手麻痹.,,machine-translated, [ptr:0xec24ac]
00EBEC54,0x8EBEC54,main-text,,60,29,Slashes the target.[/n]Can't miss. High-crit.[/n]Keen Edge boost.,斩击目标.必定[/n]命中.高暴击率.[/p]锐利之刃加成.,,machine-translated, [ptr:0xec24b0]
00EBEC90,0x8EBEC90,main-text,,82,40,The user throws a[/n]bouquet at the foe. This[/n]move always hits and[/n]lands a crit hit.,向对手投掷[/n]花束.此招[/p]式必定命[/n]中且暴击.,,machine-translated, [ptr:0xec24b4]
00EBECE4,0x8EBECE4,main-text,,80,39,The user attacks the[/n]foe with light and fluid[/n]dance steps. Raises[/n]user's Speed.,用轻盈流畅[/n]的舞步攻击[/p]对手.提升[/n]自身速度.,,machine-translated, [ptr:0xec24b8]
00EBED34,0x8EBED34,main-text,,75,37,The user blows fire as[/n]if singing a song.[/n]Raises SpAtk by +1.[/n]Sound based.,如歌唱般[/n]吹出火焰+[/p]1特攻.[/n]声音系.,,machine-translated, [ptr:0xec24bc]
00EBED80,0x8EBED80,main-text,,78,38,Charges at the foe. The[/n]foe's next move deals[/n]double damage. Keen[/n]edge boost.,冲向对手.对[/n]手下一招式双[/p]倍伤害.锐[/n]利之刃加成.,,machine-translated, [ptr:0xec24c0]
00EBEDD0,0x8EBEDD0,main-text,,82,40,The user protects[/n]itself with a silken[/n]trap. Contact by the[/n]foe lowers its Speed.,用丝质陷阱[/n]保护自己.[/p]接触的对手[/n]降低速度.,,machine-translated, [ptr:0xec24c4]
00EBEE24,0x8EBEE24,main-text,,79,39,"The user attacks to[/n]avenge its allies. More[/n]fainted allies, greater[/n]the power.",为队友报仇[/n]攻击.昏厥[/p]队友越多[/n]威力越大.,,machine-translated, [ptr:0xec24c8]
00EBEE74,0x8EBEE74,main-text,,76,37,The user unleashes a[/n]peculiar light which[/n]harshly lowers the[/n]foe's Sp. Def.,释放奇特[/n]光线大幅[/p]降低对[/n]手特防.,,machine-translated, [ptr:0xec24cc]
00EBEEC0,0x8EBEEC0,main-text,,78,38,The user attacks with[/n]poise. Gets a stat[/n]boost based on the[/n]Tatsugiri's form.,以沉着姿态[/n]攻击.根据[/p]形态获得能[/n]力值提升.,,machine-translated, [ptr:0xec24d0]
00EBEF10,0x8EBEF10,main-text,,73,36,The user's spices[/n]sharply raises the[/n]foe's Atk & harshly[/n]lowers its Def.,使用方的香料[/n]大幅提升对[/p]手攻击并大幅[/n]降低防御.,,machine-translated, [ptr:0xec24d4]
00EBEF5C,0x8EBEF5C,main-text,,77,38,The user furiously[/n]spins to attack the[/n]foe. Harshly lowers the[/n]user's Speed.,愤怒旋转攻[/n]击对手.[/p]大幅降低自[/n]身速度.,,machine-translated, [ptr:0xec24d8]
00EBEFAC,0x8EBEFAC,main-text,,74,36,The user salt cures the[/n]foe. Water and Steel[/n]take more damage every[/n]turn.,用盐腌制对手[/n].水和钢属[/p]性每回合受到[/n]更多伤害.,,machine-translated, [ptr:0xec24dc]
00EBEFF8,0x8EBEFF8,main-text,,78,38,The user sketches the[/n]foe and changes its and[/n]its allies ability to[/n]match it.,素描对手并[/n]改变自身和[/p]队友的特性[/n]与其一致.,,machine-translated, [ptr:0xec24e0]
00EBF048,0x8EBF048,main-text,,69,34,"The user sharply boosts[/n]its Atk, Sp. Atk, and[/n]Speed by using its HP.",消耗HP大[/n]幅提升攻击特[/p]攻和速度.,,machine-translated, [ptr:0xec24e4]
00EBF090,0x8EBF090,main-text,,75,37,This move's type[/n]depends on the user[/n]form. Also breaks the[/n]foe's barriers.,属性取决于[/n]使用方形态[/p].同时打破[/n]对手屏障.,,machine-translated, [ptr:0xec24e8]
00EBF0DC,0x8EBF0DC,main-text,,75,37,The user attacks by[/n]throwing coins. This[/n]lowers its SpAtk Money[/n]is earned.,投掷金币[/n]攻击降低[/p]特攻并获[/n]得金钱.,,machine-translated, [ptr:0xec24ec]
00EBF128,0x8EBF128,main-text,,77,38,The user rends the[/n]target with ethereal[/n]blades. Boosted in[/n]Electric Terrain.,用空灵之刃[/n]撕裂目标.[/p]电气场地上[/n]威力提升.,,machine-translated, [ptr:0xec24f0]
00EBF178,0x8EBF178,main-text,,69,34,The user summons a[/n]ruinous disaster. This[/n]cuts the foe's HP in[/n]half.,召唤毁灭[/n]性灾难将[/p]对手H[/n]P减半.,,machine-translated, [ptr:0xec24f4]
00EBF1C0,0x8EBF1C0,main-text,,89,44,The user transforms and[/n]crashes to the ground.[/n]Deals 33% more damage[/n]on super effective.,变形后砸向[/n]地面.效果[/p]绝佳时+3[/n]3%伤害.,,machine-translated, [ptr:0xec24f8]
00EBF21C,0x8EBF21C,main-text,,86,42,The user races forward[/n]at ultrafast speeds.[/n]Deals 33% more damage[/n]on super effective.,以超高速向[/n]前冲.效果[/p]绝佳时+3[/n]3%伤害.,,machine-translated, [ptr:0xec24fc]
00EBF274,0x8EBF274,main-text,,70,34,The user attacks by[/n]pouncing on the foe.[/n]This lowers the foe's[/n]Speed.,扑向对[/n]手攻击.[/p]降低其[/n]速度.,,machine-translated, [ptr:0xec2500]
00EBF2BC,0x8EBF2BC,main-text,,75,37,The user attacks[/n]suddenly as leaping[/n]from tall grass. Raises[/n]user's Speed.,如从高草中[/n]跃出般突[/p]然攻击.提[/n]升速度.,,machine-translated, [ptr:0xec2504]
00EBF307,0x8EBF307,main-text,,81,40, The user spins the[/n]pointed part of its[/n]body to attack. Can hit[/n]through protect., 旋转身体[/n]尖锐部分攻[/p]击.可穿[/n]透守住.,,machine-translated, [ptr:0x13a7d01]
00EBF358,0x8EBF358,main-text,,59,29,"Unleashes two strong[/n]shocks, then loses the[/n]Electric-type.",释放两次强[/n]力电击然后失[/p]去电属性.,,machine-translated, [ptr:0xec250c]
00EBF394,0x8EBF394,main-text,,73,36,The user hits with much[/n]greater force against[/n]the foe that last hurt[/n]it.,对上次伤[/n]害自己的对[/p]手施加更[/n]大威力.,,machine-translated, [ptr:0xec2510]
00EBF3E0,0x8EBF3E0,main-text,,81,40,The user's spirit[/n]surges from a crimson[/n]full moon. Can't be used[/n]twice in a row.,灵魂从深红[/n]满月涌现[/p].连续使用[/n]会失败.,,machine-translated, [ptr:0xec2514]
00EBF434,0x8EBF434,main-text,,68,33,Slams its heel. 30%[/n]confusion chance. Hurts[/n]on miss. Striker boost.,用脚跟猛击30%[/n]混乱.未命中受[/p]伤.打击手加成.,,machine-translated, [ptr:0xec2518]
00EBF478,0x8EBF478,main-text,,82,40,Barbs are shot at the[/n]foe. 30% chance to[/n]poison. 50% boost if[/n]target is statused.,射出尖刺30[/n]%中毒.目[/p]标异常时+5[/n]0%威力.,,machine-translated, [ptr:0xec251c]
00EBF4CC,0x8EBF4CC,main-text,,56,27,Removes weather and[/n]terrain. -3 priority.[/n]Hammer based.,移除天气和场[/n]地.-3先[/p]制度.锤系.,,machine-translated, [ptr:0xec2520]
00EBF504,0x8EBF504,main-text,,68,33,Thorn-covered vines[/n]surround the foe. This[/n]hurts foes on switch in.,带刺藤蔓包围[/n]对手.对手交换[/p]入场时受伤.,,machine-translated, [ptr:0xec2524]
00EBF548,0x8EBF548,main-text,,71,35,Fires a tea blast.[/n]Absorbs half the damage[/n]inflicted. 20% burn[/n]chance.,射出茶弹.[/n]吸收造成伤害[/p]的一半.2[/n]0%灼伤.,,machine-translated, [ptr:0xec2528]
00EBF590,0x8EBF590,main-text,,82,40,"Causes an explosion[/n]with syrup, slowing the[/n]target's Speed each[/n]turn for 3 turns.",用糖浆引发爆[/n]炸.每回合降[/p]低目标速度[/n]持续3回合.,,machine-translated, [ptr:0xec252c]
00EBF5E4,0x8EBF5E4,main-text,,61,30,Type changes depending[/n]on the mask. High crit.[/n]Hammer-based.,属性取决于[/n]面具.高暴击[/p]率.锤系.,,machine-translated, [ptr:0xec2530]
00EBF624,0x8EBF624,main-text,,83,41,Charging 1st turn:[/n]boosts SpAtk. Fires on[/n]second turn. In rain:[/n]fires immediately.,第1回合蓄力[/n]提升特攻.第[/p]2回合发射[/n].雨天即发.,,machine-translated, [ptr:0xec2534]
00EBF678,0x8EBF678,main-text,,76,37,Shoots a beam of light[/n]to inflict damage. 30%[/n]chance to deal double[/n]damage.,射出光束造[/n]成伤害.3[/p]0%几率[/n]双倍伤害.,,machine-translated, [ptr:0xec2538]
00EBF6C4,0x8EBF6C4,main-text,,71,35,The user's hot fur[/n]shields from attacks[/n]and burns any direct[/n]attacker.,使用方的热[/n]毛保护免受攻[/p]击并灼伤直[/n]接攻击者.,,machine-translated, [ptr:0xec253c]
00EBF70C,0x8EBF70C,main-text,,79,39,User strikes first with[/n]+1 priority. Fails if[/n]target's not readying[/n]an attack.,使用方+1先[/n]制率先攻击.[/p]目标未准备[/n]攻击时失败.,,machine-translated, [ptr:0xec2540]
00EBF75C,0x8EBF75C,main-text,,67,33,Launches particle[/n]blades twice. Never[/n]misses. uses higher[/n]offense.,发射两次粒[/n]子之刃必定命[/p]中.使用更[/n]高攻击值.,,machine-translated, [ptr:0xec2544]
00EBF7A0,0x8EBF7A0,main-text,,72,35,This attack will also[/n]negate the foe's[/n]Ability if it has moved[/n]already.,若对手已[/n]行动此招式[/p]还会消除[/n]其特性.,,machine-translated, [ptr:0xec2548]
00EBF7E8,0x8EBF7E8,main-text,,55,27,Raises crit by +1 for[/n]all allies. +2 crit for[/n]Dragons.,为所有队友+1[/n]暴击率.龙属[/p]性+2暴击率.,,machine-translated, [ptr:0xec254c]
00EBF820,0x8EBF820,main-text,,80,39,Attacks with an angelic[/n]voice. Causes confusion[/n]if target's stats were[/n]boosted.,用天使之声[/n]攻击.目标[/p]能力值提升[/n]时使混乱.,,machine-translated, [ptr:0xec2550]
00EBF870,0x8EBF870,main-text,,80,39,The user wields light[/n]atop its head to cleave[/n]the target. Hits[/n]through Protect.,在头顶挥舞[/n]光刃斩劈[/p]目标.可穿[/n]透守住.,,machine-translated, [ptr:0xec2554]
00EBF8C0,0x8EBF8C0,main-text,,77,38,"Spurred by desperation,[/n]user attacks. Power[/n]doubles if previous[/n]move failed.",出于绝望攻[/n]击.上一招[/p]式失败时[/n]双倍威力.,,machine-translated, [ptr:0xec2558]
00EBF910,0x8EBF910,main-text,,56,27,The user takes 50% HP in[/n]recoil on miss. Hammer-[/n]based.,未命中损失[/n]50%H[/p]P.锤系.,,machine-translated, [ptr:0xec255c]
00EBF948,0x8EBF948,main-text,,74,36,The user attacks with[/n]unpleasant sound waves.[/n]Blocks healing for 2[/n]turns.,用令人不适[/n]的声波攻击[/p].阻止回[/n]复2回合.,,machine-translated, [ptr:0xec2560]
00EBF994,0x8EBF994,main-text,,83,41,Flinches the target. +3[/n]priority. Fails if the[/n]target doesn't use a[/n]priority move.,使目标畏缩+[/n]3先制度.目[/p]标未使用先制[/n]招式时失败.,,machine-translated, [ptr:0xec2564]
00EBF9E8,0x8EBF9E8,main-text,,75,37,Attacks with a poison[/n]imbued chain. 50% toxic[/n]chance. uses higher[/n]offense.,用剧毒灌注的[/n]锁链攻击50%[/p]剧毒几率.使[/n]用更高攻击.,,machine-translated, [ptr:0xec2568]
00EBFA34,0x8EBFA34,main-text,,60,29,Heals 25% HP to all[/n]allied battlers and[/n]cures their status.,恢复所有队友[/n]25%HP并治[/p]愈异常状态.,,machine-translated, [ptr:0xec256c]
00EBFA70,0x8EBFA70,main-text,,79,39,The user attack the foe[/n]with its amassed[/n]chlorophyll. This does[/n]50% in recoil.,用积累的[/n]叶绿素攻击[/p]对手50[/n]%反冲.,,machine-translated, [ptr:0xec2570]
00EBFAC0,0x8EBFAC0,main-text,,54,26,Deals damage. Raises[/n]Defense by 1 stage.[/n]Mighty horn.,造成伤害.[/n]提升防御1[/p]级.大角.,,machine-translated, [ptr:0xec2574]
00EBFAF8,0x8EBFAF8,main-text,,84,41,The user slashes the[/n]foe with shell blade.[/n]Leaves Splinters. A[/n]high crit hit ratio.,用贝壳之刃[/n]斩击对手留[/p]下碎片.[/n]高暴击率.,,machine-translated, [ptr:0xec2578]
00EBFB4C,0x8EBFB4C,main-text,,68,33,"An intense dance which[/n]boosts the user's[/n]Attack, Defense and[/n]Speed.",激烈舞蹈[/n]提升攻[/p]击防御和[/n]速度.,,machine-translated, [ptr:0xec257c]
